Date,Code,LongSellValue,ShortSellWithoutMarginValue,MarginSellNewValue,MarginSellCloseValue,LongBuyValue,MarginBuyNewValue,MarginBuyCloseValue,LongSellVolume,ShortSellWithoutMarginVolume,MarginSellNewVolume,MarginSellCloseVolume,LongBuyVolume,MarginBuyNewVolume,MarginBuyCloseVolume
2022-01-04,86970,693280400.0,806888150.0,15873350.0,25211000.0,1489844000.0,40041650.0,11367250.0,275400.0,320500.0,6300.0,10000.0,591800.0,15900.0,4500.0
2022-01-05,86970,796990900.0,959229350.0,57830000.0,53535800.0,1773574150.0,51152350.0,42859550.0,315100.0,379500.0,22900.0,21200.0,701400.0,20300.0,17000.0
2022-01-06,86970,1811093650.0,1336508900.0,61755900.0,36361250.0,3130909450.0,87439300.0,27370950.0,727300.0,537600.0,24900.0,14600.0,1258300.0,35100.0,11000.0
2022-01-07,86970,735036450.0,1333675800.0,18903800.0,37533950.0,2072036850.0,38241900.0,14871250.0,295800.0,537100.0,7600.0,15100.0,834200.0,15400.0,6000.0
